"common_name","site_year","t_value","slope","pearson","r_sq"
"Northern Parula","Acadia National Park - 2022",-0.499684642037376,-4.51802847398178e-18,NA,0.414981418467185
"Northern Parula","Acadia National Park - 2023",2.44103829006223,0.0197126765162028,0.611049330742631,0.310719413061119
"Northern Parula","Katahdin Woods and Waters - 2023",-0.75741160002592,-0.00570526136072618,-0.152790700033899,-0.0173489603991157
"Red-eyed Vireo","Acadia National Park - 2022",1.86632264605922,0.065750419408956,0.412371122392271,0.1212293509703
"Red-eyed Vireo","Acadia National Park - 2023",1.85600712007378,0.0302280771280594,0.311747947642643,0.0689738698237564
"Red-eyed Vireo","Hubbard Brook Experimental Forest - 2022",0.92809497082488,0.0260528527406854,0.150832285833016,-0.00366177348418151
"Red-eyed Vireo","Hubbard Brook Experimental Forest - 2023",1.94328133259399,0.0535506402793946,0.293708112838838,0.0634210669360356
"Red-eyed Vireo","Katahdin Woods and Waters - 2023",0.922210153519138,0.0384982500795418,0.168792949177071,-0.00500924859459317
"Red-eyed Vireo","Katahdin Woods and Waters - 2022",1.51289016964123,0.0675623052959501,0.279547968082371,0.0440043652167225
"Red-eyed Vireo","Marsh-Billings-Rockefeller NHP - 2022",2.3971823368386,0.0362235961256988,0.295641097311319,0.072193719393098
"Red-eyed Vireo","Marsh-Billings-Rockefeller NHP - 2023",1.59344411165771,0.0343792694125289,0.256676585605878,0.0399351715315777
"Blackburnian Warbler","Acadia National Park - 2023",0.569571771811174,0.0337837837837838,0.14097096860865,-0.0413851351351351
"Blackburnian Warbler","Hubbard Brook Experimental Forest - 2023",1.61066709846246,0.00606972156056978,0.324779799142408,0.0648220051096641
"Blackburnian Warbler","Hubbard Brook Experimental Forest - 2022",1.62494306008434,0.0120121822806136,0.349305243149081,0.0758043714646723
"Blackburnian Warbler","Katahdin Woods and Waters - 2023",1.86616735731231,0.00993875437747493,0.385103687954795,0.105720093000203
"Blackburnian Warbler","Marsh-Billings-Rockefeller NHP - 2022",0.385804109185324,0.00492889463477699,0.0769321427046579,-0.0338447032356251
"Blackburnian Warbler","Marsh-Billings-Rockefeller NHP - 2023",1.87560008455177,0.0133831457486049,0.404334264818083,0.117013208689645
"Blue Jay","Acadia National Park - 2023",-0.615492860017715,-0.00776817947395565,-0.156950011033656,-0.0403911403056378
"Blue Jay","Acadia National Park - 2022",3.31553773925499,0.0721003134796238,0.781636288759859,0.555377471892899
"Blue Jay","Hubbard Brook Experimental Forest - 2023",5.48039412711316,0.0660346870623721,0.835415064805535,0.674681279004346
"Blue Jay","Hubbard Brook Experimental Forest - 2022",0.387244610340469,0.00786569120818709,0.156152626444066,-0.138219083463723
"Blue Jay","Katahdin Woods and Waters - 2023",0.0564951464809374,0.000917431192660539,0.0141223781149585,-0.0622880933386518
"Blue Jay","Marsh-Billings-Rockefeller NHP - 2023",0.946136996205275,0.00770466295236661,0.237312910088515,-0.00659475488567485
"Blue Jay","Marsh-Billings-Rockefeller NHP - 2022",1.14688371674199,0.0478411053540587,0.204946641295644,0.010069896637644
"Mourning Dove","Acadia National Park - 2022",-0.719690715612734,-0.00666366211691991,-0.195744877767694,-0.0356596307375345
"Mourning Dove","Acadia National Park - 2023",0.0866644656923115,0.00134048257372654,0.0231558422323745,-0.0708540788969743
"American Goldfinch","Acadia National Park - 2022",15.1814423055318,0.217821782178218,0.978987150877967,0.954257425742574
"Dark-eyed Junco","Acadia National Park - 2023",-0.50927934440313,-0.011671335200747,-0.151774602623345,-0.0657794218165735
"Dark-eyed Junco","Hubbard Brook Experimental Forest - 2023",-0.248289505937629,-0.00157558669873124,-0.0714916046463405,-0.077796363003849
"Dark-eyed Junco","Hubbard Brook Experimental Forest - 2022",-0.529214947993156,-0.0112748045700541,-0.183914147661789,-0.0869475345760673
"American Robin","Acadia National Park - 2022",1.90266311431213,0.0379310344827586,0.535587012796112,0.207614942528735
"American Robin","Acadia National Park - 2023",0.0322022643281548,0.00115207373271889,0.0107334697685273,-0.110983102918587
"American Robin","Katahdin Woods and Waters - 2022",1.81628849291843,0.0429166666666667,0.464359861853728,0.150265921409214
"American Robin","Katahdin Woods and Waters - 2023",-3.74634324632678,-0.145985401459854,-0.76416071990087,0.542335766423358
"American Robin","Marsh-Billings-Rockefeller NHP - 2023",2.64456159928669,0.0899942495687176,0.606804553550205,0.315562746726702
"American Robin","Marsh-Billings-Rockefeller NHP - 2022",2.0511163041158,0.0271483305966065,0.35593849110602,0.0965781477077553
"Black-throated Blue Warbler","Hubbard Brook Experimental Forest - 2022",1.37565079005656,0.0121660154888481,0.239861376004715,0.0271313338827099
"Black-throated Blue Warbler","Hubbard Brook Experimental Forest - 2023",3.76749325928629,0.0281354045334131,0.542695190414248,0.273768601160485
"Black-throated Blue Warbler","Katahdin Woods and Waters - 2022",2.48898272679751,0.0222607364724948,0.638514891083314,0.341890295705707
"Black-throated Blue Warbler","Katahdin Woods and Waters - 2023",1.27391717120351,0.013984962406015,0.256727209286058,0.0252962017264077
"Black-throated Blue Warbler","Marsh-Billings-Rockefeller NHP - 2022",1.65663387398805,0.00876851756023226,0.262777616601622,0.043891321078365
"Black-throated Blue Warbler","Marsh-Billings-Rockefeller NHP - 2023",1.63482664401142,0.0137213862613414,0.322653431370181,0.0651532905477762
"Yellow-bellied Sapsucker","Hubbard Brook Experimental Forest - 2022",1.90562398586817,0.0561544246678365,0.430092177630279,0.134040486337428
"Yellow-bellied Sapsucker","Hubbard Brook Experimental Forest - 2023",1.43133123497407,0.0518902891030392,0.336912462537227,0.0581043828762048
"Yellow-bellied Sapsucker","Marsh-Billings-Rockefeller NHP - 2023",-0.466901411572943,-0.0152933832709114,-0.133574999467452,-0.0640041961437092
"Yellow-bellied Sapsucker","Marsh-Billings-Rockefeller NHP - 2022",-0.0174403293142161,-0.000235033408320187,-0.00371826499957569,-0.0454400915283653
"Eastern Wood-Pewee","Hubbard Brook Experimental Forest - 2022",-0.711855111508398,-0.0221518987341772,-0.230874438448941,-0.0518855485232068
"Eastern Wood-Pewee","Marsh-Billings-Rockefeller NHP - 2022",0.923358408795952,0.00382586035189701,0.137872147987979,-0.00328652696393483
"Eastern Wood-Pewee","Marsh-Billings-Rockefeller NHP - 2023",0.99267763669633,0.00290471040917435,0.191092541533207,-0.000540703669240417
"Swainson's Thrush","Hubbard Brook Experimental Forest - 2023",2.73010767323635,0.021792291184935,0.576153054724347,0.287415831966076
"Least Flycatcher","Katahdin Woods and Waters - 2022",1.23427603871003,0.0219803670507896,0.422770729788181,0.0614115313892929
"Least Flycatcher","Katahdin Woods and Waters - 2023",-0.0390306929807724,-0.00130548302872063,-0.0147506103191282,-0.142608479423101
"American Redstart","Katahdin Woods and Waters - 2022",5.77294854544281,0.0606160434854225,0.877038590796352,0.746116358720656
"American Redstart","Katahdin Woods and Waters - 2023",1.17085578846333,0.0935828877005347,0.40468512880502,0.0443086325439268
"Common Yellowthroat","Katahdin Woods and Waters - 2023",0.85695758100452,0.00462831506615935,0.274666225769383,-0.0272871826906695
"White-throated Sparrow","Katahdin Woods and Waters - 2023",1.43658641373274,0.028083545018346,0.358432906517709,0.0662223019372135
"Chestnut-sided Warbler","Katahdin Woods and Waters - 2023",1.52627490841784,0.021721938103021,0.528838305227974,0.159614945255796
"Chestnut-sided Warbler","Marsh-Billings-Rockefeller NHP - 2022",1.61085640776277,0.00779211503134926,0.42165464273673,0.109275357553226
"Chestnut-sided Warbler","Marsh-Billings-Rockefeller NHP - 2023",0.158849895738124,0.00247425438009898,0.0478402059108398,-0.0884123433073547
"Pine Warbler","Katahdin Woods and Waters - 2023",0.0940718213750885,0.00142067075955148,0.033241031065805,-0.123756913085392
"Pine Warbler","Marsh-Billings-Rockefeller NHP - 2022",1.89434405074186,0.0207252191356679,0.398579339943071,0.11459525287311
"Pine Warbler","Marsh-Billings-Rockefeller NHP - 2023",1.74275788792358,0.0336778389516726,0.379964512705827,0.0968381992999867
"Nashville Warbler","Katahdin Woods and Waters - 2023",0.795638098916143,0.00438261074180834,0.233275409571577,-0.0315446363155052
"Scarlet Tanager","Marsh-Billings-Rockefeller NHP - 2022",0.234996163405371,0.00105965309789828,0.0489413682213138,-0.04097886171474
"Scarlet Tanager","Marsh-Billings-Rockefeller NHP - 2023",-0.0670994155306898,-0.00112485939257592,-0.0253530431261747,-0.142122540804848
"Wood Thrush","Marsh-Billings-Rockefeller NHP - 2023",-0.493061782514626,-2.64229188510488e-18,NA,0.462783283280197
"Wood Thrush","Marsh-Billings-Rockefeller NHP - 2022",-1.59206812819824,-0.00928726622076427,-0.335379058854522,0.0681030687740523
"Pileated Woodpecker","Marsh-Billings-Rockefeller NHP - 2023",0.252109742044807,0.0105263157894738,0.0794719414239026,-0.0930526315789475
"White-breasted Nuthatch","Marsh-Billings-Rockefeller NHP - 2023",1.20409001985721,0.0858585858585858,0.44114940169153,0.0603815937149269
"Indigo Bunting","Marsh-Billings-Rockefeller NHP - 2022",1.96870485332546,0.0263021283959162,0.571280231901624,0.24215624128177
"Veery","Marsh-Billings-Rockefeller NHP - 2023",3.44625485517867,0.00677742215734213,0.754252488154529,0.520996462096998
